scenario,family,truth,judge,kind,rep_or_policy,model,verdict,score,correct,latency,error,note,rationale
no_change_004,no_change,PASS,ai:plot,ai,plot,minicpm-v-vlm,PASS,85.0,1,7.56,,,"The overall score of 85 indicates a healthy canary. The metrics show that while there are slight differences in the means and standard deviations, they remain within reasonable bounds compared to the "
no_change_004,no_change,PASS,hybrid:gated,hybrid,gated,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_004,no_change,PASS,hybrid:or,hybrid,or,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_004,no_change,PASS,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_005,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
no_change_005,no_change,PASS,ai:summary,ai,summary,qwen-llm,FAIL,45.0,0,5.21,,,Canary shows worse tail latency and max duration compared to control.
no_change_005,no_change,PASS,ai:raw,ai,raw,qwen-llm,PASS,95.0,1,2.82,,,Request durations show minor fluctuations but no significant change or instability.
no_change_005,no_change,PASS,hybrid:gated,hybrid,gated,qwen-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
no_change_005,no_change,PASS,hybrid:or,hybrid,or,qwen-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
no_change_005,no_change,PASS,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
no_change_005,no_change,PASS,ai:summary,ai,summary,phi4-llm,PASS,75.0,1,9.87,,,"The canary shows higher tail metrics (p95, p99, max) and a positive trend over time, suggesting increased latency and potential instability despite similar mean values."
no_change_005,no_change,PASS,ai:raw,ai,raw,phi4-llm,FAIL,65.0,0,6.37,,,"The canary shows a slightly higher maximum value (0.2136 vs 0.2119) and increased variance compared to the control, indicating potential instability. Median values are comparable, but the presence of "
no_change_005,no_change,PASS,hybrid:gated,hybrid,gated,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_005,no_change,PASS,hybrid:or,hybrid,or,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Pass;both,
no_change_005,no_change,PASS,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_005,no_change,PASS,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,0,5.07,,,"The canary shows higher variance and an upward trend in HTTP request duration, indicating instability compared to the control. This suggests potential issues that could affect performance under load."
no_change_005,no_change,PASS,ai:raw,ai,raw,olmo2-llm,FAIL,45.0,0,3.16,,,Higher variance and p95 value in canary suggest instability compared to stable control metrics.
no_change_005,no_change,PASS,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
no_change_005,no_change,PASS,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
no_change_005,no_change,PASS,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
no_change_005,no_change,PASS,ai:summary,ai,summary,mistral-nemo-llm,PASS,75.0,1,11.52,,,Canary shows increased latency at high percentiles and a slight upward trend.
no_change_005,no_change,PASS,ai:raw,ai,raw,mistral-nemo-llm,PASS,75.0,1,4.62,,,"Canary has higher max value (0.2136 vs 0.2119) and more spread, but median is similar."
no_change_005,no_change,PASS,hybrid:gated,hybrid,gated,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_005,no_change,PASS,hybrid:or,hybrid,or,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Pass;both,
no_change_005,no_change,PASS,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_005,no_change,PASS,ai:summary,ai,summary,deepseek-r1-llm,FAIL,65.0,0,15.32,,,"The canary shows higher variability and an upward trend, indicating potential instability."
no_change_005,no_change,PASS,ai:raw,ai,raw,deepseek-r1-llm,PASS,95.0,1,10.82,,,"The experiment shows slightly higher max but comparable spread, no emerging trend."
no_change_005,no_change,PASS,hybrid:gated,hybrid,gated,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Marginal;statistical,
no_change_005,no_change,PASS,hybrid:or,hybrid,or,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Marginal;both,
no_change_005,no_change,PASS,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Marginal;statistical,
no_change_005,no_change,PASS,ai:plot,ai,plot,moondream-vlm,FAIL,0.8,0,2.56,,,AI judge plot/moondream-vlm
no_change_005,no_change,PASS,hybrid:gated,hybrid,gated,moondream-vlm,FAIL,0.8,0,0.0,,ai=plot/Fail;ai,
no_change_005,no_change,PASS,hybrid:or,hybrid,or,moondream-vlm,FAIL,0.8,0,0.0,,ai=plot/Fail;ai,
no_change_005,no_change,PASS,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
no_change_005,no_change,PASS,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,0,6.41,,,"The canary shows a marginal improvement over the control, with a lower median and less spread in the data. However, there is still room for improvement as the p90 value is higher than the control."
no_change_005,no_change,PASS,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
no_change_005,no_change,PASS,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
no_change_005,no_change,PASS,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
no_change_005,no_change,PASS,ai:plot,ai,plot,minicpm-v-vlm,PASS,85.0,1,7.55,,,"While there's an upward trend over time with positive slope per sample indicating potential instability or flapping, it does not show materially worse error/latency/resource metrics compared to the ba"
no_change_005,no_change,PASS,hybrid:gated,hybrid,gated,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_005,no_change,PASS,hybrid:or,hybrid,or,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_005,no_change,PASS,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_006,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
no_change_006,no_change,PASS,ai:summary,ai,summary,qwen-llm,PASS,95.0,1,5.04,,,Canary shows minor improvement in mean/median with acceptable increase in variance. No significant tail degradation.
no_change_006,no_change,PASS,ai:raw,ai,raw,qwen-llm,FAIL,45.0,0,2.84,,,"Canary shows increased variability and longer request durations, indicating instability."
no_change_006,no_change,PASS,hybrid:gated,hybrid,gated,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_006,no_change,PASS,hybrid:or,hybrid,or,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Pass;both,
no_change_006,no_change,PASS,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_006,no_change,PASS,ai:summary,ai,summary,phi4-llm,PASS,75.0,1,9.4,,,"The canary shows a higher maximum and p99 latency, indicating potential instability. However, the mean and median are slightly better, suggesting mixed results overall."
no_change_006,no_change,PASS,ai:raw,ai,raw,phi4-llm,FAIL,65.0,0,5.93,,,"The canary shows a slightly increased spread and maximum value compared to the control, indicating potential instability. Median values are comparable, but the increase in variance suggests caution."
no_change_006,no_change,PASS,hybrid:gated,hybrid,gated,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_006,no_change,PASS,hybrid:or,hybrid,or,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Pass;both,
no_change_006,no_change,PASS,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_006,no_change,PASS,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,0,5.17,,,"The canary shows higher variance and a worse p99 compared to the control, indicating instability and potential flapping, which is concerning despite the similar median."
no_change_006,no_change,PASS,ai:raw,ai,raw,olmo2-llm,FAIL,45.0,0,3.21,,,"Higher variance and p95 value suggest instability in the canary's performance, leading to a fail verdict."
no_change_006,no_change,PASS,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
no_change_006,no_change,PASS,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
no_change_006,no_change,PASS,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
no_change_006,no_change,PASS,ai:summary,ai,summary,mistral-nemo-llm,PASS,75.0,1,11.46,,,"Canary shows higher instability (p99) and emerging trend (slope), despite similar mean."
no_change_006,no_change,PASS,ai:raw,ai,raw,mistral-nemo-llm,PASS,75.0,1,4.6,,,"Canary has higher max value (0.2162 vs 0.2098) and more spread, but median is similar."
no_change_006,no_change,PASS,hybrid:gated,hybrid,gated,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_006,no_change,PASS,hybrid:or,hybrid,or,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Pass;both,
no_change_006,no_change,PASS,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_006,no_change,PASS,ai:summary,ai,summary,deepseek-r1-llm,FAIL,65.0,0,16.16,,,"The canary shows higher variability and upper bounds, indicating potential instability despite similar median performance."
no_change_006,no_change,PASS,ai:raw,ai,raw,deepseek-r1-llm,FAIL,65.0,0,10.59,,,"The canary shows increased variance, higher max value, and a potential upward trend in some data points, indicating instability."
no_change_006,no_change,PASS,hybrid:gated,hybrid,gated,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Marginal;statistical,
no_change_006,no_change,PASS,hybrid:or,hybrid,or,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Marginal;both,
no_change_006,no_change,PASS,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Marginal;statistical,
no_change_006,no_change,PASS,ai:plot,ai,plot,moondream-vlm,FAIL,70.0,0,2.47,,,<= 60 words
no_change_006,no_change,PASS,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
no_change_006,no_change,PASS,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
no_change_006,no_change,PASS,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
no_change_006,no_change,PASS,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,0,6.57,,,"The canary shows a lower median and less spread in the duration compared to the control. However, it has a higher p95 value than the control, which could indicate potential issues with stability or re"
no_change_006,no_change,PASS,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
no_change_006,no_change,PASS,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
no_change_006,no_change,PASS,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
no_change_006,no_change,PASS,ai:plot,ai,plot,minicpm-v-vlm,PASS,85.0,1,7.79,,,"The overall score of 85 indicates a healthy canary with stable performance metrics compared to control. While there's a slight decrease in the mean duration over time, it remains within acceptable lim"
no_change_006,no_change,PASS,hybrid:gated,hybrid,gated,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_006,no_change,PASS,hybrid:or,hybrid,or,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_006,no_change,PASS,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_007,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
no_change_007,no_change,PASS,ai:summary,ai,summary,qwen-llm,PASS,95.0,1,4.96,,,Canary shows minor improvements in mean and tail latency without increased variance or instability.
no_change_007,no_change,PASS,ai:raw,ai,raw,qwen-llm,FAIL,45.0,0,2.82,,,"Canary shows increased variability and longer request durations, indicating instability."
no_change_007,no_change,PASS,hybrid:gated,hybrid,gated,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_007,no_change,PASS,hybrid:or,hybrid,or,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Pass;both,
no_change_007,no_change,PASS,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_007,no_change,PASS,ai:summary,ai,summary,phi4-llm,PASS,85.0,1,9.55,,,"The canary shows a slightly improved mean and tail latency compared to control. Although the standard deviation is higher, it remains within an acceptable range without indicating instability or negat"
no_change_007,no_change,PASS,ai:raw,ai,raw,phi4-llm,FAIL,65.0,0,6.33,,,"The canary demonstrates a reduction in request duration, with lower median and tail values. However, the variance is slightly higher, indicating potential instability. The overall improvement in laten"
no_change_007,no_change,PASS,hybrid:gated,hybrid,gated,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_007,no_change,PASS,hybrid:or,hybrid,or,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Pass;both,
no_change_007,no_change,PASS,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_007,no_change,PASS,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,0,5.6,,,"The canary shows increased variability and a worsening tail, indicating potential instability compared to the stable control."
no_change_007,no_change,PASS,ai:raw,ai,raw,olmo2-llm,FAIL,45.0,0,3.14,,,Higher variance and p95 value in canary suggest instability compared to stable control.
no_change_007,no_change,PASS,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
no_change_007,no_change,PASS,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
no_change_007,no_change,PASS,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
no_change_007,no_change,PASS,ai:summary,ai,summary,mistral-nemo-llm,PASS,75.0,1,11.57,,,Canary shows higher tail latencies and a slight upward trend in request duration.
no_change_007,no_change,PASS,ai:raw,ai,raw,mistral-nemo-llm,PASS,75.0,1,4.66,,,"Canary has higher max value (0.2136 vs 0.2065) and more spread, but median is similar."
no_change_007,no_change,PASS,hybrid:gated,hybrid,gated,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_007,no_change,PASS,hybrid:or,hybrid,or,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Pass;both,
no_change_007,no_change,PASS,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_007,no_change,PASS,ai:summary,ai,summary,deepseek-r1-llm,FAIL,65.0,0,14.84,,,"The canary shows higher variability and worse upper percentiles, indicating instability."
no_change_007,no_change,PASS,ai:raw,ai,raw,deepseek-r1-llm,PASS,75.0,1,11.65,,,"The canary shows increased variance in request duration, indicating potential instability despite comparable median performance."
no_change_007,no_change,PASS,hybrid:gated,hybrid,gated,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Marginal;statistical,
no_change_007,no_change,PASS,hybrid:or,hybrid,or,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Marginal;both,
no_change_007,no_change,PASS,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Marginal;statistical,
no_change_007,no_change,PASS,ai:plot,ai,plot,moondream-vlm,FAIL,70.0,0,2.53,,,<= 60 words
no_change_007,no_change,PASS,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
no_change_007,no_change,PASS,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
no_change_007,no_change,PASS,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
no_change_007,no_change,PASS,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,0,6.74,,,"The canary has some stability but shows signs of fluctuation in its performance metrics. It is not significantly worse or better than the control, but it does show instability which could be a concern"
no_change_007,no_change,PASS,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
no_change_007,no_change,PASS,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
no_change_007,no_change,PASS,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
no_change_007,no_change,PASS,ai:plot,ai,plot,minicpm-v-vlm,PASS,85.0,1,7.6,,,"The overall score of 85 indicates a healthy canary. The metrics show that while there are minor changes in the distribution (decreased mean), they do not indicate any significant degradation or instab"
no_change_007,no_change,PASS,hybrid:gated,hybrid,gated,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_007,no_change,PASS,hybrid:or,hybrid,or,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_007,no_change,PASS,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_008,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
no_change_008,no_change,PASS,ai:summary,ai,summary,qwen-llm,FAIL,45.0,0,4.93,,,Canary shows worse tail latency and increased variance compared to control.
no_change_008,no_change,PASS,ai:raw,ai,raw,qwen-llm,FAIL,45.0,0,2.83,,,"Canary shows higher variance and maximum request durations, indicating instability."
no_change_008,no_change,PASS,hybrid:gated,hybrid,gated,qwen-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
no_change_008,no_change,PASS,hybrid:or,hybrid,or,qwen-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
no_change_008,no_change,PASS,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
no_change_008,no_change,PASS,ai:summary,ai,summary,phi4-llm,PASS,75.0,1,9.54,,,"The canary shows higher tail latencies (p99, max) and a positive trend in request duration over time, indicating potential performance degradation despite similar median values."
no_change_008,no_change,PASS,ai:raw,ai,raw,phi4-llm,PASS,75.0,1,6.75,,,"The canary shows a slightly increased spread and maximum value compared to the control, indicating potential instability. The tail metrics (p90/p95/p99) are marginally worse, suggesting longer request"
no_change_008,no_change,PASS,hybrid:gated,hybrid,gated,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_008,no_change,PASS,hybrid:or,hybrid,or,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Pass;both,
no_change_008,no_change,PASS,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Pass;statistical,
no_change_008,no_change,PASS,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,0,5.16,,,"The canary shows higher variance and an upward trend in http_request_duration_seconds_g0008, indicating instability compared to the control. This suggests potential issues that need further investigat"
